"source_key","osm_type","osm_id","scope","categories","source_version","derived_world_status","derived_object_key","part_keys","chunk_ids","representation_kind","dimension_rule","height_m","composite_key","note","vertex_count","triangle_count","collision_triangle_count","validation"
"w499105894","way","499105894","playable","roads_paths","2","represented","road:w499105894","roads:x_-2__z_-3","x_-2__z_-3","direct","","","","","1060","850","0","pass"
"w499105898","way","499105898","playable","roads_paths","2","represented","road:w499105898","roads:x_-3__z_-2;roads:x_-3__z_-3","x_-3__z_-3;x_-3__z_-2","direct","","","","","1270","966","0","pass"
"w499105903","way","499105903","playable","roads_paths","3","represented","road:w499105903","roads:x_-2__z_-2;roads:x_-3__z_-2","x_-3__z_-2;x_-2__z_-2","direct","","","","","1913","1451","0","pass"
"w499105909","way","499105909","playable","roads_paths","1","represented","road:w499105909","roads:x_-1__z_-2;roads:x_-1__z_-3;roads:x_-2__z_-3","x_-2__z_-3;x_-1__z_-3;x_-1__z_-2","direct","","","","","2455","1859","0","pass"
"w499105911","way","499105911","playable","roads_paths","1","represented","road:w499105911","roads:x_-1__z_-2;roads:x_-1__z_-3;roads:x_-2__z_-2;roads:x_-2__z_-3","x_-2__z_-3;x_-2__z_-2;x_-1__z_-3;x_-1__z_-2","direct","","","","","3557","2693","0","pass"
"w499105912","way","499105912","playable","roads_paths","1","represented","road:w499105912","roads:x_-2__z_-2;roads:x_-2__z_-3","x_-2__z_-3;x_-2__z_-2","direct","","","","","2162","1684","0","pass"
"w499105913","way","499105913","playable","roads_paths","3","represented","road:w499105913","roads:x_-2__z_-2","x_-2__z_-2","direct","","","","","1102","834","0","pass"
"w499105914","way","499105914","playable","roads_paths","2","represented","road:w499105914","roads:x_-1__z_-2;roads:x_-1__z_-3;roads:x_-2__z_-2;roads:x_-2__z_-3","x_-2__z_-3;x_-2__z_-2;x_-1__z_-3;x_-1__z_-2","direct","","","","","3557","2693","0","pass"
"w499105915","way","499105915","playable","roads_paths","2","represented","road:w499105915","roads:x_-1__z_-2;roads:x_-2__z_-2","x_-2__z_-2;x_-1__z_-2","direct","","","","","1650","1210","0","pass"
"w499105917","way","499105917","playable","roads_paths","4","represented","road:w499105917","roads:x_-1__z_-1","x_-1__z_-1","direct","","","","","1152","810","0","pass"
"w499105922","way","499105922","playable","roads_paths","2","represented","road:w499105922","roads:x_0__z_-4","x_0__z_-4","direct","","","","","192","148","0","pass"
"w499105924","way","499105924","playable","roads_paths","3","represented","road:w499105924","roads:x_0__z_-4","x_0__z_-4","direct","","","","","192","148","0","pass"
"w499105925","way","499105925","playable","roads_paths","2","represented","road:w499105925","roads:x_0__z_-4","x_0__z_-4","direct","","","","","192","148","0","pass"
"w499105928","way","499105928","playable","roads_paths","3","represented","road:w499105928","roads:x_0__z_-4","x_0__z_-4","direct","","","","","192","148","0","pass"
"w499105931","way","499105931","playable","roads_paths","3","represented","road:w499105931","roads:x_-1__z_-4;roads:x_0__z_-4","x_-1__z_-4;x_0__z_-4","direct","","","","","776","580","0","pass"
"w499105933","way","499105933","playable","roads_paths","4","represented","road:w499105933","roads:x_-1__z_-4;roads:x_0__z_-4","x_-1__z_-4;x_0__z_-4","direct","","","","","776","580","0","pass"
"w499106724","way","499106724","playable","roads_paths","2","represented","road:w499106724","roads:x_0__z_0","x_0__z_0","direct","","","","","477","319","0","pass"
"w499106725","way","499106725","playable","roads_paths","2","represented","road:w499106725","roads:x_0__z_0","x_0__z_0","direct","","","","","477","319","0","pass"
"w499106726","way","499106726","playable","roads_paths","2","represented","road:w499106726","roads:x_0__z_0","x_0__z_0","direct","","","","","477","319","0","pass"
"w499106727","way","499106727","playable","roads_paths","2","represented","road:w499106727","roads:x_0__z_0;roads:x_1__z_0","x_0__z_0;x_1__z_0","direct","","","","","869","571","0","pass"
"w499106728","way","499106728","playable","roads_paths","2","represented","road:w499106728","roads:x_0__z_0;roads:x_1__z_0","x_0__z_0;x_1__z_0","direct","","","","","869","571","0","pass"
"w499106729","way","499106729","playable","roads_paths","2","represented","road:w499106729","roads:x_0__z_0","x_0__z_0","direct","","","","","477","319","0","pass"
"w499106730","way","499106730","playable","roads_paths","3","represented","road:w499106730","roads:x_0__z_0","x_0__z_0","direct","","","","","477","319","0","pass"
"w569257247","way","569257247","playable","roads_paths","2","represented","road:w569257247","roads:x_0__z_1;roads:x_0__z_2","x_0__z_1;x_0__z_2","direct","","","","","1519","1169","0","pass"
"w569259009","way","569259009","playable","roads_paths","1","represented","road:w569259009","roads:x_1__z_0","x_1__z_0","direct","","","","","392","252","0","pass"
"w569260156","way","569260156","playable","roads_paths","2","represented","road:w569260156","roads:x_0__z_1","x_0__z_1","direct","","","","","713","545","0","pass"
"w569260157","way","569260157","playable","roads_paths","2","represented","road:w569260157","roads:x_0__z_1","x_0__z_1","direct","","","","","713","545","0","pass"
"w569260848","way","569260848","playable","roads_paths","1","represented","road:w569260848","roads:x_-2__z_-2","x_-2__z_-2","direct","","","","","1102","834","0","pass"
"w569260849","way","569260849","playable","roads_paths","1","represented","road:w569260849","roads:x_-1__z_-2;roads:x_-2__z_-2","x_-2__z_-2;x_-1__z_-2","direct","","","","","1650","1210","0","pass"
"w569260851","way","569260851","playable","roads_paths","2","represented","road:w569260851","roads:x_-2__z_-1","x_-2__z_-1","direct","","","","","1624","1276","0","pass"
"w569261760","way","569261760","playable","roads_paths","2","represented","road:w569261760","roads:x_-1__z_-1;roads:x_-1__z_-2","x_-1__z_-2;x_-1__z_-1","direct","","","","","1700","1186","0","pass"
"w569261761","way","569261761","playable","roads_paths","2","represented","road:w569261761","roads:x_-1__z_-1","x_-1__z_-1","direct","","","","","1152","810","0","pass"
"w569262993","way","569262993","playable","roads_paths","1","represented","road:w569262993","roads:x_1__z_-1","x_1__z_-1","direct","","","","","377","219","0","pass"
"w569263877","way","569263877","playable","roads_paths","2","represented","road:w569263877","roads:x_0__z_-3","x_0__z_-3","direct","","","","","365","231","0","pass"
"w681687035","way","681687035","playable","roads_paths","1","represented","road:w681687035","roads:x_-1__z_-2;roads:x_-1__z_-3","x_-1__z_-3;x_-1__z_-2","direct","","","","","1395","1009","0","pass"
"w742390005","way","742390005","playable","roads_paths","11","represented","road:w742390005","roads:x_1__z_2","x_1__z_2","direct","","","","","360","248","0","pass"
"w775796577","way","775796577","playable","roads_paths","1","represented","road:w775796577","roads:x_-2__z_0","x_-2__z_0","direct","","","","","1373","1097","0","pass"
"w775796580","way","775796580","playable","roads_paths","2","represented","road:w775796580","roads:x_-1__z_2;roads:x_-1__z_3","x_-1__z_2;x_-1__z_3","direct","","","","","2333","1790","0","pass"
"w775796581","way","775796581","playable","roads_paths","7","represented","road:w775796581","roads:x_-1__z_3","x_-1__z_3","direct","","","","","988","780","0","pass"
"w775820809","way","775820809","playable","roads_paths","5","represented","road:w775820809","roads:x_0__z_-3;roads:x_0__z_-4","x_0__z_-4;x_0__z_-3","direct","","","","","557","379","0","pass"
"w784887524","way","784887524","playable","roads_paths","2","represented","road:w784887524","roads:x_-1__z_3;roads:x_0__z_3","x_-1__z_3;x_0__z_3","direct","","","","","1290","989","0","pass"
"w850003198","way","850003198","playable","roads_paths","3","represented","road:w850003198","roads:x_-1__z_3","x_-1__z_3","direct","","","","","988","780","0","pass"
"w945294691","way","945294691","playable","roads_paths","2","represented","road:w945294691","roads:x_1__z_0;roads:x_2__z_0;roads:x_2__z_1","x_1__z_0;x_2__z_0;x_2__z_1","direct","","","","","822","498","0","pass"
"w945294692","way","945294692","playable","roads_paths","2","represented","road:w945294692","roads:x_0__z_-2;roads:x_1__z_-2","x_0__z_-2;x_1__z_-2","direct","","","","","856","562","0","pass"
"w1001544693","way","1001544693","playable","roads_paths","3","represented","road:w1001544693","roads:x_-2__z_0","x_-2__z_0","direct","","","","","1373","1097","0","pass"
"w1001544695","way","1001544695","playable","roads_paths","8","represented","road:w1001544695","roads:x_-1__z_1","x_-1__z_1","direct","","","","","1449","1038","0","pass"
"w1001544696","way","1001544696","playable","roads_paths","11","represented","road:w1001544696","roads:x_-1__z_0;roads:x_-1__z_1;roads:x_-1__z_2;roads:x_-2__z_0;roads:x_0__z_2","x_-2__z_0;x_-1__z_0;x_-1__z_1;x_-1__z_2;x_0__z_2","direct","","","","","6235","4655","0","pass"
"w1001544697","way","1001544697","playable","roads_paths","10","represented","road:w1001544697","roads:x_-1__z_1;roads:x_-1__z_2;roads:x_-2__z_0;roads:x_-2__z_1","x_-2__z_0;x_-2__z_1;x_-1__z_1;x_-1__z_2","direct","","","","","4574","3414","0","pass"
"w1026591680","way","1026591680","playable","roads_paths","2","represented","road:w1026591680","roads-pedestrian:x_-1__z_-3;roads-pedestrian:x_-1__z_-4;roads:x_-1__z_-3;roads:x_-1__z_-4","x_-1__z_-4;x_-1__z_-3","direct","","","","","1710","1264","0","pass"
"w1026591681","way","1026591681","playable","roads_paths","2","represented","road:w1026591681","roads-pedestrian:x_-2__z_-3;roads-pedestrian:x_-2__z_-4;roads:x_-2__z_-3;roads:x_-2__z_-4","x_-2__z_-4;x_-2__z_-3","direct","","","","","1741","1347","0","pass"
"w1036802527","way","1036802527","playable","roads_paths","3","represented","road:w1036802527","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1068363012","way","1068363012","playable","roads_paths","1","represented","road:w1068363012","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1068394269","way","1068394269","playable","roads_paths","1","represented","road:w1068394269","roads:x_0__z_-2","x_0__z_-2","direct","","","","","601","417","0","pass"
"w1076140200","way","1076140200","playable","roads_paths","9","represented","road:w1076140200","roads:x_-1__z_0;roads:x_-2__z_0;roads:x_-2__z_1","x_-2__z_0;x_-2__z_1;x_-1__z_0","direct","","","","","3042","2252","0","pass"
"w1098437823","way","1098437823","playable","roads_paths","1","represented","road:w1098437823","roads-pedestrian:x_-1__z_-1;roads:x_-1__z_-1","x_-1__z_-1","direct","","","","","1673","1199","0","pass"
"w1098437824","way","1098437824","playable","roads_paths","1","represented","road:w1098437824","roads-pedestrian:x_-1__z_-1;roads:x_-1__z_-1","x_-1__z_-1","direct","","","","","1673","1199","0","pass"
"w1098437825","way","1098437825","playable","roads_paths","1","represented","road:w1098437825","roads-pedestrian:x_-1__z_-1;roads-pedestrian:x_-1__z_0;roads-pedestrian:x_-2__z_0;roads:x_-1__z_-1;roads:x_-1__z_0;roads:x_-2__z_0","x_-2__z_0;x_-1__z_-1;x_-1__z_0","direct","","","","","6016","4502","0","pass"
"w1098437826","way","1098437826","playable","roads_paths","1","represented","road:w1098437826","roads-pedestrian:x_-1__z_-1;roads-pedestrian:x_-2__z_-1;roads-pedestrian:x_-2__z_0;roads:x_-1__z_-1;roads:x_-2__z_-1;roads:x_-2__z_0","x_-2__z_-1;x_-2__z_0;x_-1__z_-1","direct","","","","","6770","5284","0","pass"
"w1098437827","way","1098437827","playable","roads_paths","1","represented","road:w1098437827","roads-pedestrian:x_-1__z_-1;roads:x_-1__z_-1","x_-1__z_-1","direct","","","","","1673","1199","0","pass"
"w1098437828","way","1098437828","playable","roads_paths","2","represented","road:w1098437828","roads-pedestrian:x_-1__z_-1;roads:x_-1__z_-1","x_-1__z_-1","direct","","","","","1673","1199","0","pass"
"w1098437831","way","1098437831","playable","roads_paths","1","represented","road:w1098437831","roads-pedestrian:x_-1__z_-1;roads-pedestrian:x_0__z_-1;roads:x_-1__z_-1;roads:x_0__z_-1","x_-1__z_-1;x_0__z_-1","direct","","","","","2605","1859","0","pass"
"w1098437832","way","1098437832","playable","roads_paths","2","represented","road:w1098437832","roads-pedestrian:x_-1__z_-1;roads:x_-1__z_-1","x_-1__z_-1","direct","","","","","1673","1199","0","pass"
"w1098437835","way","1098437835","playable","roads_paths","1","represented","road:w1098437835","roads-pedestrian:x_0__z_-1;roads-pedestrian:x_0__z_-2;roads-pedestrian:x_1__z_-2;roads:x_0__z_-1;roads:x_0__z_-2;roads:x_1__z_-2","x_0__z_-2;x_0__z_-1;x_1__z_-2","direct","","","","","1852","1266","0","pass"
"w1098437836","way","1098437836","playable","roads_paths","1","represented","road:w1098437836","roads-pedestrian:x_0__z_-1;roads-pedestrian:x_1__z_-1;roads-pedestrian:x_1__z_-2;roads:x_0__z_-1;roads:x_1__z_-1;roads:x_1__z_-2","x_0__z_-1;x_1__z_-2;x_1__z_-1","direct","","","","","1640","1074","0","pass"
"w1098437837","way","1098437837","playable","roads_paths","2","represented","road:w1098437837","roads-pedestrian:x_0__z_-1;roads:x_0__z_-1","x_0__z_-1","direct","","","","","932","660","0","pass"
"w1098437838","way","1098437838","playable","roads_paths","1","represented","road:w1098437838","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437842","way","1098437842","playable","roads_paths","2","represented","road:w1098437842","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437843","way","1098437843","playable","roads_paths","1","represented","road:w1098437843","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437844","way","1098437844","playable","roads_paths","2","represented","road:w1098437844","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437847","way","1098437847","playable","roads_paths","1","represented","road:w1098437847","roads-pedestrian:x_-2__z_-1;roads-pedestrian:x_-2__z_0;roads-pedestrian:x_-3__z_-1;roads-pedestrian:x_-3__z_-2;roads:x_-2__z_-1;roads:x_-2__z_0;roads:x_-3__z_-1;roads:x_-3__z_-2","x_-3__z_-2;x_-3__z_-1;x_-2__z_-1;x_-2__z_0","direct","","","","","7216","5630","0","pass"
"w1098437848","way","1098437848","playable","roads_paths","1","represented","road:w1098437848","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437849","way","1098437849","playable","roads_paths","1","represented","road:w1098437849","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437850","way","1098437850","playable","roads_paths","1","represented","road:w1098437850","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437851","way","1098437851","playable","roads_paths","1","represented","road:w1098437851","roads-pedestrian:x_-2__z_-1;roads-pedestrian:x_-3__z_-1;roads-pedestrian:x_-3__z_-2;roads:x_-2__z_-1;roads:x_-3__z_-1;roads:x_-3__z_-2","x_-3__z_-2;x_-3__z_-1;x_-2__z_-1","direct","","","","","4784","3682","0","pass"
"w1098437852","way","1098437852","playable","roads_paths","1","represented","road:w1098437852","roads-pedestrian:x_-2__z_-1;roads:x_-2__z_-1","x_-2__z_-1","direct","","","","","2665","2137","0","pass"
"w1098437853","way","1098437853","playable","roads_paths","2","represented","road:w1098437853","roads-pedestrian:x_-2__z_-1;roads:x_-2__z_-1","x_-2__z_-1","direct","","","","","2665","2137","0","pass"
"w1098437854","way","1098437854","playable","roads_paths","1","represented","road:w1098437854","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437856","way","1098437856","playable","roads_paths","1","represented","road:w1098437856","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437857","way","1098437857","playable","roads_paths","1","represented","road:w1098437857","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437858","way","1098437858","playable","roads_paths","1","represented","road:w1098437858","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437859","way","1098437859","playable","roads_paths","1","represented","road:w1098437859","roads-pedestrian:x_-1__z_-1;roads-pedestrian:x_-1__z_0;roads-pedestrian:x_-1__z_1;roads-pedestrian:x_0__z_1;roads:x_-1__z_-1;roads:x_-1__z_0;roads:x_-1__z_1;roads:x_0__z_1","x_-1__z_-1;x_-1__z_0;x_-1__z_1;x_0__z_1","direct","","","","","7160","5159","0","pass"
"w1098437860","way","1098437860","playable","roads_paths","1","represented","road:w1098437860","roads-pedestrian:x_-1__z_-1;roads-pedestrian:x_-1__z_0;roads-pedestrian:x_0__z_0;roads:x_-1__z_-1;roads:x_-1__z_0;roads:x_0__z_0","x_-1__z_-1;x_-1__z_0;x_0__z_0","direct","","","","","4152","2938","0","pass"
"w1098437874","way","1098437874","playable","roads_paths","1","represented","road:w1098437874","roads-pedestrian:x_0__z_0;roads-pedestrian:x_0__z_1;roads:x_0__z_0;roads:x_0__z_1","x_0__z_0;x_0__z_1","direct","","","","","1667","1217","0","pass"
"w1098437875","way","1098437875","playable","roads_paths","1","represented","road:w1098437875","roads-pedestrian:x_0__z_0;roads-pedestrian:x_0__z_1;roads:x_0__z_0;roads:x_0__z_1","x_0__z_0;x_0__z_1","direct","","","","","1667","1217","0","pass"
"w1098437876","way","1098437876","playable","roads_paths","1","represented","road:w1098437876","roads-pedestrian:x_0__z_1;roads:x_0__z_1","x_0__z_1","direct","","","","","1099","833","0","pass"
"w1098437877","way","1098437877","playable","roads_paths","2","represented","road:w1098437877","roads-pedestrian:x_0__z_1;roads:x_0__z_1","x_0__z_1","direct","","","","","1099","833","0","pass"
"w1098437878","way","1098437878","playable","roads_paths","1","represented","road:w1098437878","roads-pedestrian:x_0__z_1;roads:x_0__z_1","x_0__z_1","direct","","","","","1099","833","0","pass"
"w1098437880","way","1098437880","playable","roads_paths","1","represented","road:w1098437880","roads-pedestrian:x_0__z_1;roads:x_0__z_1","x_0__z_1","direct","","","","","1099","833","0","pass"
"w1098437881","way","1098437881","playable","roads_paths","1","represented","road:w1098437881","roads-pedestrian:x_0__z_1;roads:x_0__z_1","x_0__z_1","direct","","","","","1099","833","0","pass"
"w1098437882","way","1098437882","playable","roads_paths","1","represented","road:w1098437882","roads-pedestrian:x_-2__z_-1;roads:x_-2__z_-1","x_-2__z_-1","direct","","","","","2665","2137","0","pass"
"w1098437883","way","1098437883","playable","roads_paths","1","represented","road:w1098437883","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1098437884","way","1098437884","playable","roads_paths","1","represented","road:w1098437884","roads-pedestrian:x_-3__z_-2;roads:x_-3__z_-2","x_-3__z_-2","direct","","","","","1234","940","0","pass"
"w1098437885","way","1098437885","playable","roads_paths","2","represented","road:w1098437885","roads-pedestrian:x_-2__z_-1;roads-pedestrian:x_-2__z_-2;roads-pedestrian:x_-3__z_-2;roads:x_-2__z_-1;roads:x_-2__z_-2;roads:x_-3__z_-2","x_-3__z_-2;x_-2__z_-2;x_-2__z_-1","direct","","","","","5321","4165","0","pass"
"w1098437886","way","1098437886","playable","roads_paths","2","represented","road:w1098437886","roads-pedestrian:x_-2__z_-1;roads-pedestrian:x_-2__z_-2;roads-pedestrian:x_-3__z_-2;roads:x_-2__z_-1;roads:x_-2__z_-2;roads:x_-3__z_-2","x_-3__z_-2;x_-2__z_-2;x_-2__z_-1","direct","","","","","5321","4165","0","pass"
"w1098437887","way","1098437887","playable","roads_paths","2","represented","road:w1098437887","roads-pedestrian:x_-3__z_-2;roads:x_-3__z_-2","x_-3__z_-2","direct","","","","","1234","940","0","pass"
"w1098437888","way","1098437888","playable","roads_paths","2","represented","road:w1098437888","roads-pedestrian:x_0__z_-1;roads:x_0__z_-1","x_0__z_-1","direct","","","","","932","660","0","pass"
"w1098437889","way","1098437889","playable","roads_paths","2","represented","road:w1098437889","roads-pedestrian:x_0__z_0;roads:x_0__z_0","x_0__z_0","direct","","","","","568","384","0","pass"
"w1098437890","way","1098437890","playable","roads_paths","1","represented","road:w1098437890","roads-pedestrian:x_-2__z_-1;roads:x_-2__z_-1","x_-2__z_-1","direct","","","","","2665","2137","0","pass"
"w1098437891","way","1098437891","playable","roads_paths","1","represented","road:w1098437891","roads-pedestrian:x_-2__z_-2;roads:x_-2__z_-2","x_-2__z_-2","direct","","","","","1422","1088","0","pass"
"w1098437892","way","1098437892","playable","roads_paths","1","represented","road:w1098437892","roads-pedestrian:x_-2__z_-2;roads:x_-2__z_-2","x_-2__z_-2","direct","","","","","1422","1088","0","pass"
"w1115934722","way","1115934722","playable","roads_paths","6","represented","road:w1115934722","roads:x_-1__z_3;roads:x_0__z_3","x_-1__z_3;x_0__z_3","direct","","","","","1290","989","0","pass"
"w1115934723","way","1115934723","playable","roads_paths","5","represented","road:w1115934723","roads:x_-1__z_2","x_-1__z_2","direct","","","","","1345","1010","0","pass"
"w1115934724","way","1115934724","playable","roads_paths","1","represented","road:w1115934724","roads:x_-1__z_3","x_-1__z_3","direct","","","","","988","780","0","pass"
"w1144270956","way","1144270956","playable","roads_paths","2","represented","road:w1144270956","roads:x_-1__z_-2;roads:x_-2__z_-2","x_-2__z_-2;x_-1__z_-2","direct","","","","","1650","1210","0","pass"
"w1158136791","way","1158136791","playable","roads_paths","2","represented","road:w1158136791","roads:x_0__z_-1;roads:x_0__z_-2","x_0__z_-2;x_0__z_-1","direct","","","","","1296","902","0","pass"
"w1169705410","way","1169705410","playable","roads_paths","3","represented","road:w1169705410","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1169705411","way","1169705411","playable","roads_paths","2","represented","road:w1169705411","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1169705412","way","1169705412","playable","roads_paths","2","represented","road:w1169705412","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1169705413","way","1169705413","playable","roads_paths","2","represented","road:w1169705413","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1197022260","way","1197022260","playable","roads_paths","2","represented","road:w1197022260","roads-pedestrian:x_-1__z_-2;roads-pedestrian:x_-1__z_-3;roads:x_-1__z_-2;roads:x_-1__z_-3","x_-1__z_-3;x_-1__z_-2","direct","","","","","1494","1076","0","pass"
"w1212173425","way","1212173425","playable","roads_paths","1","represented","road:w1212173425","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173426","way","1212173426","playable","roads_paths","1","represented","road:w1212173426","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173427","way","1212173427","playable","roads_paths","1","represented","road:w1212173427","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173428","way","1212173428","playable","roads_paths","1","represented","road:w1212173428","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173429","way","1212173429","playable","roads_paths","3","represented","road:w1212173429","roads-pedestrian:x_-1__z_0;roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads-pedestrian:x_0__z_2;roads:x_-1__z_0;roads:x_-1__z_1;roads:x_-1__z_2;roads:x_0__z_2","x_-1__z_0;x_-1__z_1;x_-1__z_2;x_0__z_2","direct","","","","","8099","5924","0","pass"
"w1212173431","way","1212173431","playable","roads_paths","1","represented","road:w1212173431","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1212173432","way","1212173432","playable","roads_paths","2","represented","road:w1212173432","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1212173433","way","1212173433","playable","roads_paths","1","represented","road:w1212173433","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1212173434","way","1212173434","playable","roads_paths","2","represented","road:w1212173434","roads-pedestrian:x_-1__z_0;roads-pedestrian:x_-2__z_0;roads-pedestrian:x_-2__z_1;roads:x_-1__z_0;roads:x_-2__z_0;roads:x_-2__z_1","x_-2__z_0;x_-2__z_1;x_-1__z_0","direct","","","","","5128","3820","0","pass"
"w1212173435","way","1212173435","playable","roads_paths","2","represented","road:w1212173435","roads-pedestrian:x_-1__z_0;roads-pedestrian:x_-2__z_0;roads-pedestrian:x_-2__z_1;roads:x_-1__z_0;roads:x_-2__z_0;roads:x_-2__z_1","x_-2__z_0;x_-2__z_1;x_-1__z_0","direct","","","","","5128","3820","0","pass"
"w1212173436","way","1212173436","playable","roads_paths","1","represented","road:w1212173436","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173438","way","1212173438","playable","roads_paths","2","represented","road:w1212173438","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173439","way","1212173439","playable","roads_paths","2","represented","road:w1212173439","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173440","way","1212173440","playable","roads_paths","3","represented","road:w1212173440","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173441","way","1212173441","playable","roads_paths","2","represented","road:w1212173441","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173442","way","1212173442","playable","roads_paths","3","represented","road:w1212173442","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173443","way","1212173443","playable","roads_paths","1","represented","road:w1212173443","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1212173444","way","1212173444","playable","roads_paths","5","represented","road:w1212173444","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads:x_-1__z_1;roads:x_-1__z_2","x_-1__z_1;x_-1__z_2","direct","","","","","4824","3521","0","pass"
"w1212173445","way","1212173445","playable","roads_paths","1","represented","road:w1212173445","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads-pedestrian:x_0__z_2;roads:x_-1__z_1;roads:x_-1__z_2;roads:x_0__z_2","x_-1__z_1;x_-1__z_2;x_0__z_2","direct","","","","","6188","4569","0","pass"
"w1212173446","way","1212173446","playable","roads_paths","2","represented","road:w1212173446","roads-pedestrian:x_-1__z_0;roads-pedestrian:x_-1__z_1;roads:x_-1__z_0;roads:x_-1__z_1","x_-1__z_0;x_-1__z_1","direct","","","","","4388","3127","0","pass"
"w1212173447","way","1212173447","playable","roads_paths","2","represented","road:w1212173447","roads-pedestrian:x_-1__z_0;roads:x_-1__z_0","x_-1__z_0","direct","","","","","1911","1355","0","pass"
"w1212173448","way","1212173448","playable","roads_paths","4","represented","road:w1212173448","roads:x_0__z_2;roads:x_0__z_3","x_0__z_2;x_0__z_3","direct","","","","","1108","833","0","pass"
"w1212173449","way","1212173449","playable","roads_paths","1","represented","road:w1212173449","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1212173450","way","1212173450","playable","roads_paths","3","represented","road:w1212173450","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
