"source_key","osm_type","osm_id","source_version","source_timestamp","scope","categories","source_geometry_types","selected_geometry_family","name","primary_tag","height","building_levels","derived_world_status","derived_object_key","notes","tags_json"
"w1036802527","way","1036802527","3","2023-11-10T14:12:47Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""bicycle"":""dismount"",""bridge"":""yes"",""highway"":""footway"",""layer"":""1""}"
"w1068363012","way","1068363012","1","2022-06-10T00:31:52Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""bicycle"":""designated"",""foot"":""designated"",""highway"":""cycleway""}"
"w1068394269","way","1068394269","1","2022-06-10T05:47:45Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service"",""service"":""parking_aisle""}"
"w1076140200","way","1076140200","9","2026-06-19T03:54:20Z","playable","roads_paths","LineString","line","Johnson Street","highway=residential","","","not_started","","","{""access"":""yes"",""highway"":""residential"",""name"":""Johnson Street"",""surface"":""asphalt""}"
"w1098437823","way","1098437823","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437824","way","1098437824","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437825","way","1098437825","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437826","way","1098437826","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437827","way","1098437827","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437828","way","1098437828","2","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""yes"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437831","way","1098437831","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437832","way","1098437832","2","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""yes"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437835","way","1098437835","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437836","way","1098437836","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437837","way","1098437837","2","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""yes"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437838","way","1098437838","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437842","way","1098437842","2","2025-08-23T19:34:12Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1098437843","way","1098437843","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437844","way","1098437844","2","2025-05-14T20:27:04Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437847","way","1098437847","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437848","way","1098437848","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway""}"
"w1098437849","way","1098437849","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437850","way","1098437850","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437851","way","1098437851","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437852","way","1098437852","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437853","way","1098437853","2","2022-09-30T23:50:15Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437854","way","1098437854","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway""}"
"w1098437856","way","1098437856","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437857","way","1098437857","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437858","way","1098437858","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway""}"
"w1098437859","way","1098437859","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437860","way","1098437860","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437874","way","1098437874","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437875","way","1098437875","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway""}"
"w1098437876","way","1098437876","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437877","way","1098437877","2","2026-02-01T00:54:18Z","playable","roads_paths","LineString|MultiPolygon","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""yes"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437878","way","1098437878","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437880","way","1098437880","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437881","way","1098437881","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437882","way","1098437882","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437883","way","1098437883","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437884","way","1098437884","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437885","way","1098437885","2","2024-08-15T16:08:02Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437886","way","1098437886","2","2024-08-15T16:08:02Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway""}"
"w1098437887","way","1098437887","2","2024-08-15T16:08:02Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:island"":""no"",""crossing:markings"":""lines"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437888","way","1098437888","2","2026-01-31T18:57:13Z","playable","roads_paths","LineString|MultiPolygon","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""yes"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437889","way","1098437889","2","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""yes"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437890","way","1098437890","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437891","way","1098437891","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1098437892","way","1098437892","1","2022-09-28T04:35:17Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""footway"":""crossing"",""highway"":""footway""}"
"w1115934722","way","1115934722","6","2026-06-15T14:02:41Z","playable","roads_paths","LineString","line","Treasure Island Road","highway=tertiary","","","not_started","","","{""cycleway:right"":""track"",""highway"":""tertiary"",""lanes"":""2"",""maxspeed"":""25 mph"",""name"":""Treasure Island Road"",""oneway"":""yes"",""surface"":""asphalt"",""turn:lanes"":""|right""}"
"w1115934723","way","1115934723","5","2025-10-08T21:35:57Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1115934724","way","1115934724","1","2022-11-21T07:58:51Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1144270956","way","1144270956","2","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","Avenue E","highway=residential","","","not_started","","","{""highway"":""residential"",""name"":""Avenue E"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Avenue E""}"
"w1158136791","way","1158136791","2","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service"",""service"":""parking_aisle""}"
"w1169705410","way","1169705410","3","2024-01-25T05:36:02Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1169705411","way","1169705411","2","2023-10-01T06:02:16Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1169705412","way","1169705412","2","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1169705413","way","1169705413","2","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""lines"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1197022260","way","1197022260","2","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway""}"
"w1212173425","way","1212173425","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173426","way","1212173426","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173427","way","1212173427","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173428","way","1212173428","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173429","way","1212173429","3","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173431","way","1212173431","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173432","way","1212173432","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173433","way","1212173433","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173434","way","1212173434","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173435","way","1212173435","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173436","way","1212173436","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173438","way","1212173438","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173439","way","1212173439","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173440","way","1212173440","3","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1212173441","way","1212173441","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173442","way","1212173442","3","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173443","way","1212173443","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173444","way","1212173444","5","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173445","way","1212173445","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173446","way","1212173446","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173447","way","1212173447","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1212173448","way","1212173448","4","2025-03-23T16:25:59Z","playable","roads_paths","LineString","line","Seven Seas Avenue","highway=unclassified","","","not_started","","","{""cycleway:both"":""lane"",""highway"":""unclassified"",""lanes"":""2"",""name"":""Seven Seas Avenue"",""oneway"":""no"",""surface"":""asphalt""}"
"w1212173449","way","1212173449","1","2023-10-01T05:16:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1212173450","way","1212173450","3","2025-09-08T21:18:15Z","playable","roads_paths","LineString","line","Waterfront Plaza","highway=footway","","","not_started","","","{""crossing"":""traffic_signals"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""name"":""Waterfront Plaza"",""surface"":""concrete""}"
"w1212173451","way","1212173451","2","2025-09-08T21:18:15Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""marked"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1212173452","way","1212173452","3","2025-10-08T21:35:57Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""paved""}"
"w1212173453","way","1212173453","3","2025-10-08T21:35:57Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173454","way","1212173454","2","2025-09-08T21:18:15Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173455","way","1212173455","2","2025-09-08T21:18:15Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""traffic_signals"",""crossing:markings"":""zebra"",""crossing:signals"":""yes"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1212173456","way","1212173456","5","2026-06-15T14:02:41Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173457","way","1212173457","2","2023-11-10T14:42:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""asphalt""}"
"w1212173458","way","1212173458","2","2023-11-10T14:42:09Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""asphalt""}"
"w1212173459","way","1212173459","3","2025-10-08T21:35:57Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""asphalt""}"
"w1212173460","way","1212173460","5","2025-10-08T21:35:57Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""paved""}"
"w1212173461","way","1212173461","4","2025-10-08T21:35:57Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1212173462","way","1212173462","3","2025-09-09T21:04:05Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173463","way","1212173463","2","2025-03-23T16:25:59Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""bicycle"":""designated"",""crossing"":""traffic_signals"",""crossing:island"":""no"",""crossing:markings"":""zebra"",""cycleway"":""crossing"",""foot"":""designated"",""highway"":""cycleway"",""surface"":""asphalt""}"
"w1212173464","way","1212173464","2","2025-09-08T21:18:15Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173465","way","1212173465","3","2025-11-07T16:10:21Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""crossing:markings"":""zebra"",""crossing:signals"":""no"",""footway"":""crossing"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173466","way","1212173466","6","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1212173467","way","1212173467","4","2025-09-08T21:18:15Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""highway"":""cycleway"",""oneway"":""no"",""surface"":""asphalt""}"
"w1212173470","way","1212173470","4","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""bicycle"":""permissive"",""cycleway"":""lane"",""highway"":""footway"",""motor_vehicle"":""no"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Avenue of the Palms""}"
"w1212173471","way","1212173471","5","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""access"":""no"",""bicycle"":""designated"",""cycleway"":""lane"",""foot"":""designated"",""highway"":""cycleway"",""smoothness"":""excellent"",""surface"":""concrete"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Avenue of the Palms""}"
"w1212176121","way","1212176121","2","2024-08-30T15:19:47Z","playable","roads_paths","LineString","line","9th Street","highway=tertiary","","","not_started","","","{""cycleway"":""lane"",""highway"":""tertiary"",""name"":""9th Street"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""9th"",""tiger:name_type"":""St""}"
"w1212176122","way","1212176122","8","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","Bruton Street","highway=residential","","","not_started","","","{""access"":""yes"",""highway"":""residential"",""name"":""Bruton Street"",""surface"":""asphalt""}"
"w1212176123","way","1212176123","2","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","Clipper Cove Way","highway=unclassified","","","not_started","","","{""cycleway:left"":""lane"",""cycleway:right"":""no"",""highway"":""unclassified"",""name"":""Clipper Cove Way"",""oneway"":""no"",""surface"":""asphalt""}"
"w1212176708","way","1212176708","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1222505189","way","1222505189","4","2026-05-11T11:22:38Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""access"":""private"",""foot"":""no"",""highway"":""service"",""oneway"":""no""}"
"w1222505190","way","1222505190","2","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","","highway=service","","","not_started","","","{""highway"":""service""}"
"w1222514694","way","1222514694","4","2025-03-23T16:25:59Z","playable","roads_paths","LineString","line","Waterfront Plaza","highway=footway","","","not_started","","","{""bicycle"":""dismount"",""highway"":""footway"",""name"":""Waterfront Plaza""}"
"w1242725087","way","1242725087","1","2024-01-25T05:36:02Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""highway"":""cycleway"",""oneway"":""yes""}"
"w1242725088","way","1242725088","2","2025-04-06T04:37:54Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""highway"":""cycleway"",""oneway"":""yes""}"
"w1242725089","way","1242725089","1","2024-01-25T05:36:02Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""highway"":""cycleway"",""oneway"":""yes""}"
"w1246235705","way","1246235705","5","2026-02-01T00:54:18Z","playable","roads_paths","LineString","line","4th Street","highway=residential","","","not_started","","","{""access"":""private"",""highway"":""residential"",""maxspeed"":""10 mph"",""name"":""4th Street"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""4th"",""tiger:name_type"":""St""}"
"w1248964738","way","1248964738","4","2026-06-15T14:02:41Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""highway"":""cycleway"",""oneway"":""yes""}"
"w1248964740","way","1248964740","3","2026-06-15T14:02:41Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1248964742","way","1248964742","4","2026-06-15T14:02:41Z","playable","roads_paths","LineString","line","Treasure Island Road","highway=tertiary","","","not_started","","","{""bus:lanes"":""yes|designated"",""cycleway:right"":""separate"",""highway"":""tertiary"",""lanes"":""2"",""maxspeed"":""25 mph"",""motor_vehicle:lanes"":""yes|no"",""name"":""Treasure Island Road"",""oneway"":""yes"",""surface"":""asphalt"",""tiger:cfcc"":""A41"",""tiger:county"":""San Francisco, CA"",""tiger:name_base"":""Treasure Island"",""tiger:name_type"":""Rd""}"
"w1248964743","way","1248964743","2","2026-01-30T17:08:03Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""paved""}"
"w1248964744","way","1248964744","3","2026-06-18T14:15:13Z","playable","roads_paths","LineString","line","","highway=cycleway","","","not_started","","","{""bicycle"":""designated"",""foot"":""designated"",""highway"":""cycleway"",""smoothness"":""excellent"",""surface"":""concrete""}"
"w1248964745","way","1248964745","2","2025-03-23T16:25:59Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1249412095","way","1249412095","5","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","Garden Walk","highway=pedestrian","","","not_started","","","{""highway"":""pedestrian"",""name"":""Garden Walk"",""surface"":""concrete""}"
"w1249412096","way","1249412096","5","2026-01-31T18:57:13Z","playable","roads_paths","LineString","line","Garden Walk","highway=pedestrian","","","not_started","","","{""highway"":""pedestrian"",""name"":""Garden Walk"",""surface"":""concrete""}"
"w1249412098","way","1249412098","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1249412099","way","1249412099","2","2025-09-17T10:08:25Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""footway"":""sidewalk"",""highway"":""footway"",""surface"":""concrete""}"
"w1249412100","way","1249412100","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1249412102","way","1249412102","3","2025-03-23T16:25:59Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""traffic_signals"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1249412103","way","1249412103","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""traffic_signals"",""footway"":""crossing"",""highway"":""footway"",""surface"":""asphalt""}"
"w1249412104","way","1249412104","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1249412105","way","1249412105","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1249412106","way","1249412106","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1249412107","way","1249412107","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
"w1249412108","way","1249412108","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""footway"":""crossing"",""highway"":""footway"",""surface"":""concrete""}"
"w1249412109","way","1249412109","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""footway"":""crossing"",""highway"":""footway"",""surface"":""concrete""}"
"w1249412110","way","1249412110","2","2025-03-23T16:25:59Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""crossing"":""uncontrolled"",""footway"":""crossing"",""highway"":""footway"",""surface"":""concrete""}"
"w1249412111","way","1249412111","1","2024-02-12T08:36:58Z","playable","roads_paths","LineString","line","","highway=footway","","","not_started","","","{""highway"":""footway"",""surface"":""concrete""}"
